"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Age","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","Url"
2021,"Villarreal","La Liga","opponent",29,27.5,38,3420,90,100,38,418,82,258,158,21,256,1.13,44,60,-16,-0.42,42.5,56.4,-13.9,-0.37,"https://fbref.com/en/squads/2a8183b3/2020-2021/Villarreal-Stats"
2021,"Werder Bremen","Bundesliga","team",27,26.3,34,3060,90,100,34,374,82,231,144,20,162,0.91,36,57,-21,-0.62,32.9,53.2,-20.3,-0.6,"https://fbref.com/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats"
2021,"Werder Bremen","Bundesliga","opponent",27,26,34,3060,90,100,34,374,82,233,139,19,162,1.79,57,36,21,0.62,53.2,32.9,20.3,0.6,"https://fbref.com/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats"
2021,"West Brom","Premier League","team",30,26.4,38,3420,90,100,38,418,84,311,104,22,211,0.68,35,76,-41,-1.08,35.8,67.9,-32,-0.84,"https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats"
2021,"West Brom","Premier League","opponent",30,26.6,38,3420,90,100,38,418,84,317,100,20,215,2.03,76,35,41,1.08,67.9,35.8,32,0.84,"https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats"
2021,"West Ham","Premier League","team",24,27.8,38,3420,90,100,38,418,86,316,99,17,214,1.71,62,47,15,0.39,55.4,48.7,6.7,0.18,"https://fbref.com/en/squads/7c21e445/2020-2021/West-Ham-United-Stats"
2021,"West Ham","Premier League","opponent",24,26.6,38,3420,90,100,38,418,86,312,105,21,211,1.08,47,62,-15,-0.39,48.7,55.4,-6.7,-0.18,"https://fbref.com/en/squads/7c21e445/2020-2021/West-Ham-United-Stats"
2021,"Wolfsburg","Bundesliga","team",26,25.6,34,3060,90,100,34,374,85,243,128,15,173,1.79,61,37,24,0.71,49,42.1,6.9,0.2,"https://fbref.com/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats"
2021,"Wolfsburg","Bundesliga","opponent",26,26.1,34,3060,90,100,34,374,85,231,143,19,157,0.91,37,61,-24,-0.71,42.1,49,-6.9,-0.2,"https://fbref.com/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats"
2021,"Wolves","Premier League","team",27,26.3,38,3420,90,100,38,418,85,313,106,19,204,1.18,36,52,-16,-0.42,36.5,49.5,-13,-0.34,"https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats"
2021,"Wolves","Premier League","opponent",27,26.6,38,3420,90,100,38,418,85,311,101,19,215,1.58,52,36,16,0.42,49.5,36.5,13,0.34,"https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats"
2022,"Alavés","La Liga","team",33,27.9,38,3420,90,100,38,418,82,247,167,20,277,0.82,31,65,-34,-0.89,37.3,57,-19.7,-0.52,"https://fbref.com/en/squads/8d6fd021/2021-2022/Alaves-Stats"
2022,"Alavés","La Liga","opponent",33,27.6,38,3420,90,100,38,418,82,236,180,20,234,2,65,31,34,0.89,57,37.3,19.7,0.52,"https://fbref.com/en/squads/8d6fd021/2021-2022/Alaves-Stats"
2022,"Angers","Ligue 1","team",30,27.4,38,3420,90,100,38,418,84,260,154,16,183,1.08,44,55,-11,-0.29,46.5,50,-3.6,-0.09,"https://fbref.com/en/squads/69236f98/2021-2022/Angers-Stats"
2022,"Angers","Ligue 1","opponent",30,25.8,38,3420,90,100,38,418,84,254,161,20,175,1.63,55,44,11,0.29,50,46.5,3.6,0.09,"https://fbref.com/en/squads/69236f98/2021-2022/Angers-Stats"
2022,"Arminia","Bundesliga","team",26,25.8,34,3060,90,100,34,374,82,224,150,21,148,0.82,27,53,-26,-0.76,26.3,62.8,-36.6,-1.08,"https://fbref.com/en/squads/247c4b67/2021-2022/Arminia-Stats"
2022,"Arminia","Bundesliga","opponent",26,26.3,34,3060,90,100,34,374,82,228,146,19,152,1.79,53,27,26,0.76,62.8,26.3,36.6,1.08,"https://fbref.com/en/squads/247c4b67/2021-2022/Arminia-Stats"
2022,"Arsenal","Premier League","team",27,24.4,38,3420,90,100,38,418,85,304,110,17,232,1.82,61,48,13,0.34,60.5,45.7,14.9,0.39,"https://fbref.com/en/squads/18bb7c10/2021-2022/Arsenal-Stats"
2022,"Arsenal","Premier League","opponent",27,26.9,38,3420,90,100,38,418,85,309,107,21,235,1.11,48,61,-13,-0.34,45.7,60.5,-14.9,-0.39,"https://fbref.com/en/squads/18bb7c10/2021-2022/Arsenal-Stats"
2022,"Aston Villa","Premier League","team",31,26.1,38,3420,90,100,38,418,85,304,113,20,228,1.18,52,54,-2,-0.05,44,49,-4.9,-0.13,"https://fbref.com/en/squads/8602292d/2021-2022/Aston-Villa-Stats"
2022,"Aston Villa","Premier League","opponent",31,26.7,38,3420,90,100,38,418,85,311,108,20,232,1.66,54,52,2,0.05,49,44,4.9,0.13,"https://fbref.com/en/squads/8602292d/2021-2022/Aston-Villa-Stats"
2022,"Atalanta","Serie A","team",32,27.5,38,3420,90,100,38,418,80,237,180,24,213,1.55,65,48,17,0.45,62.4,45.3,17.2,0.45,"https://fbref.com/en/squads/922493f3/2021-2022/Atalanta-Stats"
2022,"Atalanta","Serie A","opponent",32,26.6,38,3420,90,100,38,418,80,251,166,21,265,1.16,48,65,-17,-0.45,45.3,62.4,-17.2,-0.45,"https://fbref.com/en/squads/922493f3/2021-2022/Atalanta-Stats"
2022,"Athletic Club","La Liga","team",26,26.9,38,3420,90,100,38,418,81,237,180,21,209,1.45,43,36,7,0.18,49.6,38.4,11.3,0.3,"https://fbref.com/en/squads/2b390eca/2021-2022/Athletic-Club-Stats"
2022,"Athletic Club","La Liga","opponent",26,27.6,38,3420,90,100,38,418,81,245,168,20,255,1.21,36,43,-7,-0.18,38.4,49.6,-11.3,-0.3,"https://fbref.com/en/squads/2b390eca/2021-2022/Athletic-Club-Stats"
2022,"Atlético Madrid","La Liga","team",26,28.1,38,3420,90,100,38,418,79,244,170,26,159,1.87,65,43,22,0.58,54.4,33.4,21.1,0.56,"https://fbref.com/en/squads/db3b9613/2021-2022/Atletico-Madrid-Stats"
2022,"Atlético Madrid","La Liga","opponent",26,27.6,38,3420,90,100,38,418,79,244,171,20,249,0.92,43,65,-22,-0.58,33.4,54.4,-21.1,-0.56,"https://fbref.com/en/squads/db3b9613/2021-2022/Atletico-Madrid-Stats"
2022,"Augsburg","Bundesliga","team",26,26.6,34,3060,90,100,34,374,80,205,169,23,136,1.12,39,56,-17,-0.5,36.7,57.9,-21.2,-0.62,"https://fbref.com/en/squads/0cdc4311/2021-2022/Augsburg-Stats"
2022,"Augsburg","Bundesliga","opponent",26,26.4,34,3060,90,100,34,374,80,227,147,20,156,1.65,56,39,17,0.5,57.9,36.7,21.2,0.62,"https://fbref.com/en/squads/0cdc4311/2021-2022/Augsburg-Stats"
2022,"Barcelona","La Liga","team",38,26.2,38,3420,90,100,38,418,82,254,159,20,264,1.92,68,38,30,0.79,63.4,34.4,29,0.76,"https://fbref.com/en/squads/206d90db/2021-2022/Barcelona-Stats"
2022,"Barcelona","La Liga","opponent",38,27.7,38,3420,90,100,38,418,82,244,175,22,249,0.82,38,68,-30,-0.79,34.4,63.4,-29,-0.76,"https://fbref.com/en/squads/206d90db/2021-2022/Barcelona-Stats"
2022,"Bayern Munich","Bundesliga","team",30,26.8,34,3060,90,100,34,374,82,224,149,21,153,2.26,97,37,60,1.76,89,36.3,52.7,1.55,"https://fbref.com/en/squads/054efa67/2021-2022/Bayern-Munich-Stats"
2022,"Bayern Munich","Bundesliga","opponent",30,26.1,34,3060,90,100,34,374,82,221,153,20,150,0.59,37,97,-60,-1.76,36.3,89,-52.7,-1.55,"https://fbref.com/en/squads/054efa67/2021-2022/Bayern-Munich-Stats"
2022,"Betis","La Liga","team",31,28.9,38,3420,90,100,38,418,82,251,161,21,266,1.71,62,40,22,0.58,53.5,43.4,10.1,0.27,"https://fbref.com/en/squads/fc536746/2021-2022/Real-Betis-Stats"
2022,"Betis","La Liga","opponent",31,27.4,38,3420,90,100,38,418,82,244,172,23,245,1.08,40,62,-22,-0.58,43.4,53.5,-10.1,-0.27,"https://fbref.com/en/squads/fc536746/2021-2022/Real-Betis-Stats"
2022,"Bochum","Bundesliga","team",28,28,34,3060,90,100,34,374,82,232,140,20,155,1.24,38,52,-14,-0.41,40.6,55.8,-15.1,-0.44,"https://fbref.com/en/squads/b42c6323/2021-2022/Bochum-Stats"
2022,"Bochum","Bundesliga","opponent",28,26.2,34,3060,90,100,34,374,82,232,145,22,155,1.59,52,38,14,0.41,55.8,40.6,15.1,0.44,"https://fbref.com/en/squads/b42c6323/2021-2022/Bochum-Stats"
2022,"Bologna","Serie A","team",36,26.6,38,3420,90,100,38,418,81,242,171,20,276,1.21,44,55,-11,-0.29,44.9,52.6,-7.7,-0.2,"https://fbref.com/en/squads/1d8099f8/2021-2022/Bologna-Stats"
2022,"Bologna","Serie A","opponent",36,26.5,38,3420,90,100,38,418,81,244,171,21,258,1.53,55,44,11,0.29,52.6,44.9,7.7,0.2,"https://fbref.com/en/squads/1d8099f8/2021-2022/Bologna-Stats"
2022,"Bordeaux","Ligue 1","team",39,25.7,38,3420,90,100,38,418,81,233,182,19,160,0.82,52,91,-39,-1.03,44.9,66.8,-21.9,-0.58,"https://fbref.com/en/squads/123f3efe/2021-2022/Bordeaux-Stats"
2022,"Bordeaux","Ligue 1","opponent",39,26,38,3420,90,100,38,418,81,255,159,19,177,1.84,91,52,39,1.03,66.8,44.9,21.9,0.58,"https://fbref.com/en/squads/123f3efe/2021-2022/Bordeaux-Stats"
2022,"Brentford","Premier League","team",29,25.4,38,3420,90,100,38,418,84,304,114,22,223,1.21,48,56,-8,-0.21,45.8,48.5,-2.7,-0.07,"https://fbref.com/en/squads/cd051869/2021-2022/Brentford-Stats"
2022,"Brentford","Premier League","opponent",29,26.8,38,3420,90,100,38,418,84,326,90,19,250,1.61,56,48,8,0.21,48.5,45.8,2.7,0.07,"https://fbref.com/en/squads/cd051869/2021-2022/Brentford-Stats"
2022,"Brest","Ligue 1","team",25,25.4,38,3420,90,100,38,418,83,270,146,19,185,1.26,49,57,-8,-0.21,43.4,56.3,-12.8,-0.34,"https://fbref.com/en/squads/fb08dbb3/2021-2022/Brest-Stats"
2022,"Brest","Ligue 1","opponent",25,25.9,38,3420,90,100,38,418,83,245,169,18,163,1.5,57,49,8,0.21,56.3,43.4,12.8,0.34,"https://fbref.com/en/squads/fb08dbb3/2021-2022/Brest-Stats"
2022,"Brighton","Premier League","team",26,26.2,38,3420,90,100,38,418,84,308,111,22,231,1.34,42,44,-2,-0.05,46.2,42.9,3.3,0.09,"https://fbref.com/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats"
2022,"Brighton","Premier League","opponent",26,26.9,38,3420,90,100,38,418,84,311,108,20,231,1.26,44,42,2,0.05,42.9,46.2,-3.3,-0.09,"https://fbref.com/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats"
2022,"Burnley","Premier League","team",23,28.5,38,3420,90,100,38,418,86,321,96,19,244,0.92,34,53,-19,-0.5,39.7,57.1,-17.4,-0.46,"https://fbref.com/en/squads/943e8050/2021-2022/Burnley-Stats"
2022,"Burnley","Premier League","opponent",23,26.7,38,3420,90,100,38,418,86,322,96,18,245,1.71,53,34,19,0.5,57.1,39.7,17.4,0.46,"https://fbref.com/en/squads/943e8050/2021-2022/Burnley-Stats"
2022,"Cagliari","Serie A","team",33,26.5,38,3420,90,100,38,418,82,259,157,21,252,0.79,34,68,-34,-0.89,39,61,-21.9,-0.58,"https://fbref.com/en/squads/c4260e09/2021-2022/Cagliari-Stats"
2022,"Cagliari","Serie A","opponent",33,26.7,38,3420,90,100,38,418,82,251,167,19,252,1.89,68,34,34,0.89,61,39,21.9,0.58,"https://fbref.com/en/squads/c4260e09/2021-2022/Cagliari-Stats"
2022,"Celta Vigo","La Liga","team",25,28.4,38,3420,90,100,38,418,82,261,155,21,222,1.21,43,43,0,0,43.1,45.7,-2.6,-0.07,"https://fbref.com/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats"
2022,"Celta Vigo","La Liga","opponent",25,27.4,38,3420,90,100,38,418,82,239,178,20,241,1.53,43,43,0,0,45.7,43.1,2.6,0.07,"https://fbref.com/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats"
2022,"Chelsea","Premier League","team",26,27.4,38,3420,90,100,38,418,84,306,111,22,226,1.95,76,33,43,1.13,63.4,33.2,30.1,0.79,"https://fbref.com/en/squads/cff3d9bb/2021-2022/Chelsea-Stats"
2022,"Chelsea","Premier League","opponent",26,26.7,38,3420,90,100,38,418,84,305,109,20,230,0.76,33,76,-43,-1.13,33.2,63.4,-30.1,-0.79,"https://fbref.com/en/squads/cff3d9bb/2021-2022/Chelsea-Stats"
2022,"Clermont Foot","Ligue 1","team",28,26.9,38,3420,90,100,38,418,82,253,159,19,183,0.95,38,69,-31,-0.82,44.4,52.4,-8,-0.21,"https://fbref.com/en/squads/d9676424/2021-2022/Clermont-Foot-Stats"
2022,"Clermont Foot","Ligue 1","opponent",28,25.7,38,3420,90,100,38,418,82,250,165,18,177,1.82,69,38,31,0.82,52.4,44.4,8,0.21,"https://fbref.com/en/squads/d9676424/2021-2022/Clermont-Foot-Stats"
2022,"Crystal Palace","Premier League","team",24,27.1,38,3420,90,100,38,418,85,309,108,18,229,1.26,50,46,4,0.11,46.4,40.7,5.7,0.15,"https://fbref.com/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats"
2022,"Crystal Palace","Premier League","opponent",24,26.8,38,3420,90,100,38,418,85,310,106,21,235,1.34,46,50,-4,-0.11,40.7,46.4,-5.7,-0.15,"https://fbref.com/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats"
2022,"Cádiz","La Liga","team",33,28.5,38,3420,90,100,38,418,81,246,172,22,270,1.03,35,51,-16,-0.42,39.5,48.3,-8.7,-0.23,"https://fbref.com/en/squads/ee7c297c/2021-2022/Cadiz-Stats"
2022,"Cádiz","La Liga","opponent",33,27.6,38,3420,90,100,38,418,81,250,166,20,251,1.58,51,35,16,0.42,48.3,39.5,8.7,0.23,"https://fbref.com/en/squads/ee7c297c/2021-2022/Cadiz-Stats"
2022,"Dortmund","Bundesliga","team",33,25.9,34,3060,90,100,34,374,83,231,142,19,148,2.03,85,52,33,0.97,64,46.3,17.7,0.52,"https://fbref.com/en/squads/add600ae/2021-2022/Dortmund-Stats"
2022,"Dortmund","Bundesliga","opponent",33,26,34,3060,90,100,34,374,83,226,149,20,146,0.88,52,85,-33,-0.97,46.3,64,-17.7,-0.52,"https://fbref.com/en/squads/add600ae/2021-2022/Dortmund-Stats"
2022,"Eint Frankfurt","Bundesliga","team",27,26.2,34,3060,90,100,34,374,82,232,144,21,160,1.24,45,49,-4,-0.12,41.6,47,-5.4,-0.16,"https://fbref.com/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats"
2022,"Eint Frankfurt","Bundesliga","opponent",27,26.1,34,3060,90,100,34,374,82,230,144,19,148,1.41,49,45,4,0.12,47,41.6,5.4,0.16,"https://fbref.com/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats"
2022,"Elche","La Liga","team",28,29.1,38,3420,90,100,38,418,80,236,179,22,255,1.11,40,52,-12,-0.32,33.7,59.1,-25.4,-0.67,"https://fbref.com/en/squads/6c8b07df/2021-2022/Elche-Stats"
2022,"Elche","La Liga","opponent",28,27.4,38,3420,90,100,38,418,80,237,179,20,241,1.66,52,40,12,0.32,59.1,33.7,25.4,0.67,"https://fbref.com/en/squads/6c8b07df/2021-2022/Elche-Stats"
2022,"Empoli","Serie A","team",28,24.5,38,3420,90,100,38,418,80,236,178,23,271,1.08,50,70,-20,-0.53,44.9,66,-21.2,-0.56,"https://fbref.com/en/squads/a3d88bd8/2021-2022/Empoli-Stats"
2022,"Empoli","Serie A","opponent",28,27,38,3420,90,100,38,418,80,251,167,22,257,1.63,70,50,20,0.53,66,44.9,21.2,0.56,"https://fbref.com/en/squads/a3d88bd8/2021-2022/Empoli-Stats"
2022,"Espanyol","La Liga","team",34,27.7,38,3420,90,100,38,418,81,234,181,21,269,1.11,40,53,-13,-0.34,36.7,51.2,-14.5,-0.38,"https://fbref.com/en/squads/a8661628/2021-2022/Espanyol-Stats"
2022,"Espanyol","La Liga","opponent",34,27.5,38,3420,90,100,38,418,81,243,169,21,252,1.58,53,40,13,0.34,51.2,36.7,14.5,0.38,"https://fbref.com/en/squads/a8661628/2021-2022/Espanyol-Stats"
2022,"Everton","Premier League","team",33,26.7,38,3420,90,100,38,418,85,317,97,21,240,1.03,43,66,-23,-0.61,41.2,55.4,-14.2,-0.37,"https://fbref.com/en/squads/d3fd31cc/2021-2022/Everton-Stats"
2022,"Everton","Premier League","opponent",33,26.8,38,3420,90,100,38,418,85,308,111,19,230,1.82,66,43,23,0.61,55.4,41.2,14.2,0.37,"https://fbref.com/en/squads/d3fd31cc/2021-2022/Everton-Stats"
2022,"Fiorentina","Serie A","team",28,26.4,38,3420,90,100,38,418,81,235,179,21,275,1.63,59,51,8,0.21,60,40.6,19.4,0.51,"https://fbref.com/en/squads/421387cf/2021-2022/Fiorentina-Stats"
2022,"Fiorentina","Serie A","opponent",28,26.7,38,3420,90,100,38,418,81,243,171,23,252,1.24,51,59,-8,-0.21,40.6,60,-19.4,-0.51,"https://fbref.com/en/squads/421387cf/2021-2022/Fiorentina-Stats"
2022,"Freiburg","Bundesliga","team",26,26.5,34,3060,90,100,34,374,83,219,157,17,145,1.62,58,46,12,0.35,50.4,44,6.4,0.19,"https://fbref.com/en/squads/a486e511/2021-2022/Freiburg-Stats"
2022,"Freiburg","Bundesliga","opponent",26,26.2,34,3060,90,100,34,374,83,225,148,20,151,1.09,46,58,-12,-0.35,44,50.4,-6.4,-0.19,"https://fbref.com/en/squads/a486e511/2021-2022/Freiburg-Stats"
2022,"Genoa","Serie A","team",40,27,38,3420,90,100,38,418,78,241,179,27,268,0.74,27,60,-33,-0.87,37.2,54.1,-16.9,-0.44,"https://fbref.com/en/squads/658bf2de/2021-2022/Genoa-Stats"
2022,"Genoa","Serie A","opponent",40,26.7,38,3420,90,100,38,418,78,254,165,21,267,1.84,60,27,33,0.87,54.1,37.2,16.9,0.44,"https://fbref.com/en/squads/658bf2de/2021-2022/Genoa-Stats"
2022,"Getafe","La Liga","team",31,26.6,38,3420,90,100,38,418,83,259,153,19,251,1.03,33,41,-8,-0.21,29.3,38.6,-9.3,-0.25,"https://fbref.com/en/squads/7848bd64/2021-2022/Getafe-Stats"
2022,"Getafe","La Liga","opponent",31,27.8,38,3420,90,100,38,418,83,247,168,19,252,1.58,41,33,8,0.21,38.6,29.3,9.3,0.25,"https://fbref.com/en/squads/7848bd64/2021-2022/Getafe-Stats"
2022,"Gladbach","Bundesliga","team",26,26,34,3060,90,100,34,374,84,256,118,20,181,1.32,54,61,-7,-0.21,56.2,55,1.2,0.04,"https://fbref.com/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats"
2022,"Gladbach","Bundesliga","opponent",26,26.2,34,3060,90,100,34,374,84,225,146,20,153,1.41,61,54,7,0.21,55,56.2,-1.2,-0.04,"https://fbref.com/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats"
2022,"Granada","La Liga","team",32,28.1,38,3420,90,100,38,418,80,241,175,22,243,1,44,61,-17,-0.45,39,61.2,-22.2,-0.59,"https://fbref.com/en/squads/a0435291/2021-2022/Granada-Stats"
2022,"Granada","La Liga","opponent",32,27.6,38,3420,90,100,38,418,80,233,178,20,231,1.63,61,44,17,0.45,61.2,39,22.2,0.59,"https://fbref.com/en/squads/a0435291/2021-2022/Granada-Stats"
2022,"Greuther Fürth","Bundesliga","team",29,25.9,34,3060,90,100,34,374,83,236,139,19,151,0.53,28,82,-54,-1.59,30,60.2,-30.2,-0.89,"https://fbref.com/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats"
2022,"Greuther Fürth","Bundesliga","opponent",29,26.3,34,3060,90,100,34,374,83,220,154,20,147,2.21,82,28,54,1.59,60.2,30,30.2,0.89,"https://fbref.com/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats"
2022,"Hellas Verona","Serie A","team",31,26.8,38,3420,90,100,38,418,81,250,165,23,244,1.39,65,59,6,0.16,50.4,49,1.4,0.04,"https://fbref.com/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats"
2022,"Hellas Verona","Serie A","opponent",31,26.8,38,3420,90,100,38,418,81,247,170,23,259,1.32,59,65,-6,-0.16,49,50.4,-1.4,-0.04,"https://fbref.com/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats"
2022,"Hertha BSC","Bundesliga","team",36,26.7,34,3060,90,100,34,374,80,222,152,24,151,0.97,37,71,-34,-1,33.3,54.3,-21,-0.62,"https://fbref.com/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats"
2022,"Hertha BSC","Bundesliga","opponent",36,26.2,34,3060,90,100,34,374,80,225,149,19,153,1.85,71,37,34,1,54.3,33.3,21,0.62,"https://fbref.com/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats"
2022,"Hoffenheim","Bundesliga","team",32,26.1,34,3060,90,100,34,374,81,219,155,22,141,1.35,58,60,-2,-0.06,58.3,54.6,3.7,0.11,"https://fbref.com/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats"
2022,"Hoffenheim","Bundesliga","opponent",32,26.3,34,3060,90,100,34,374,81,222,152,20,150,1.44,60,58,2,0.06,54.6,58.3,-3.7,-0.11,"https://fbref.com/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats"
2022,"Inter","Serie A","team",27,28.9,38,3420,90,100,38,418,81,232,186,19,264,2.21,84,32,52,1.37,81.6,39.1,42.5,1.12,"https://fbref.com/en/squads/d609edc0/2021-2022/Internazionale-Stats"
2022,"Inter","Serie A","opponent",27,26.7,38,3420,90,100,38,418,81,244,173,22,261,0.55,32,84,-52,-1.37,39.1,81.6,-42.5,-1.12,"https://fbref.com/en/squads/d609edc0/2021-2022/Internazionale-Stats"
2022,"Juventus","Serie A","team",32,27.4,38,3420,90,100,38,418,81,257,161,23,223,1.84,57,37,20,0.53,51.4,38.1,13.4,0.35,"https://fbref.com/en/squads/e0652b02/2021-2022/Juventus-Stats"
2022,"Juventus","Serie A","opponent",32,26.8,38,3420,90,100,38,418,81,258,157,19,271,0.89,37,57,-20,-0.53,38.1,51.4,-13.4,-0.35,"https://fbref.com/en/squads/e0652b02/2021-2022/Juventus-Stats"
2022,"Köln","Bundesliga","team",26,27,34,3060,90,100,34,374,82,216,158,19,148,1.53,52,49,3,0.09,50.1,50.6,-0.6,-0.02,"https://fbref.com/en/squads/bc357bf7/2021-2022/Koln-Stats"
2022,"Köln","Bundesliga","opponent",26,26,34,3060,90,100,34,374,82,234,143,21,159,1.18,49,52,-3,-0.09,50.6,50.1,0.6,0.02,"https://fbref.com/en/squads/bc357bf7/2021-2022/Koln-Stats"
2022,"Lazio","Serie A","team",27,29,38,3420,90,100,38,418,82,258,155,21,288,1.68,77,58,19,0.5,55.3,47.7,7.6,0.2,"https://fbref.com/en/squads/7213da33/2021-2022/Lazio-Stats"
2022,"Lazio","Serie A","opponent",27,26.5,38,3420,90,100,38,418,82,246,169,21,254,1.05,58,77,-19,-0.5,47.7,55.3,-7.6,-0.2,"https://fbref.com/en/squads/7213da33/2021-2022/Lazio-Stats"
2022,"Leeds United","Premier League","team",29,26.1,38,3420,90,100,38,418,82,312,106,29,234,1,42,79,-37,-0.97,44.4,67.8,-23.5,-0.62,"https://fbref.com/en/squads/5bfb9659/2021-2022/Leeds-United-Stats"
2022,"Leeds United","Premier League","opponent",29,26.9,38,3420,90,100,38,418,82,302,114,17,228,1.71,79,42,37,0.97,67.8,44.4,23.5,0.62,"https://fbref.com/en/squads/5bfb9659/2021-2022/Leeds-United-Stats"
2022,"Leicester City","Premier League","team",28,26.5,38,3420,90,100,38,418,84,308,109,23,232,1.37,62,59,3,0.08,47.8,59.3,-11.5,-0.3,"https://fbref.com/en/squads/a2d435b3/2021-2022/Leicester-City-Stats"
2022,"Leicester City","Premier League","opponent",28,26.8,38,3420,90,100,38,418,84,310,108,21,233,1.37,59,62,-3,-0.08,59.3,47.8,11.5,0.3,"https://fbref.com/en/squads/a2d435b3/2021-2022/Leicester-City-Stats"
2022,"Lens","Ligue 1","team",28,26.1,38,3420,90,100,38,418,83,246,170,16,168,1.63,62,48,14,0.37,50.2,42.7,7.5,0.2,"https://fbref.com/en/squads/fd4e0f7d/2021-2022/Lens-Stats"
2022,"Lens","Ligue 1","opponent",28,25.9,38,3420,90,100,38,418,83,261,151,18,184,1.08,48,62,-14,-0.37,42.7,50.2,-7.5,-0.2,"https://fbref.com/en/squads/fd4e0f7d/2021-2022/Lens-Stats"
2022,"Levante","La Liga","team",31,28,38,3420,90,100,38,418,81,237,180,21,261,0.92,51,76,-25,-0.66,55.1,55,0.1,0,"https://fbref.com/en/squads/9800b6a1/2021-2022/Levante-Stats"
2022,"Levante","La Liga","opponent",31,27.4,38,3420,90,100,38,418,81,238,177,19,245,1.79,76,51,25,0.66,55,55.1,-0.1,0,"https://fbref.com/en/squads/9800b6a1/2021-2022/Levante-Stats"
2022,"Leverkusen","Bundesliga","team",29,24.4,34,3060,90,100,34,374,83,219,154,17,136,1.88,80,47,33,0.97,62.6,44,18.6,0.55,"https://fbref.com/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats"
2022,"Leverkusen","Bundesliga","opponent",29,26.3,34,3060,90,100,34,374,83,219,155,22,146,0.91,47,80,-33,-0.97,44,62.6,-18.6,-0.55,"https://fbref.com/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats"
2022,"Lille","Ligue 1","team",26,26.1,38,3420,90,100,38,418,83,269,145,18,181,1.45,48,48,0,0,50.5,39.9,10.6,0.28,"https://fbref.com/en/squads/cb188c0c/2021-2022/Lille-Stats"
2022,"Lille","Ligue 1","opponent",26,25.8,38,3420,90,100,38,418,83,257,155,20,181,1.21,48,48,0,0,39.9,50.5,-10.6,-0.28,"https://fbref.com/en/squads/cb188c0c/2021-2022/Lille-Stats"
2022,"Liverpool","Premier League","team",27,27.7,38,3420,90,100,38,418,85,306,111,19,231,2.42,94,26,68,1.79,88.7,33.8,54.9,1.45,"https://fbref.com/en/squads/822bd0ba/2021-2022/Liverpool-Stats"
2022,"Liverpool","Premier League","opponent",27,26.7,38,3420,90,100,38,418,85,311,107,23,235,0.37,26,94,-68,-1.79,33.8,88.7,-54.9,-1.45,"https://fbref.com/en/squads/822bd0ba/2021-2022/Liverpool-Stats"
2022,"Lorient","Ligue 1","team",29,26.2,38,3420,90,100,38,418,83,263,153,17,190,0.95,35,63,-28,-0.74,41.3,50.5,-9.2,-0.24,"https://fbref.com/en/squads/d2c87802/2021-2022/Lorient-Stats"
2022,"Lorient","Ligue 1","opponent",29,26,38,3420,90,100,38,418,83,256,160,20,176,1.74,63,35,28,0.74,50.5,41.3,9.2,0.24,"https://fbref.com/en/squads/d2c87802/2021-2022/Lorient-Stats"
